id,join_key,value,category
8988,C,979,cat1
8989,A,443,cat3
8990,F,143,cat1
8991,B,153,cat1
8992,A,81,cat2
8993,A,78,cat2
8994,B,165,cat3
8995,H,651,cat2
8996,A,723,cat1
8997,A,893,cat1
8998,A,688,cat1
8999,A,156,cat2
9000,A,36,cat1
9001,A,17,cat3
9002,H,125,cat1
9003,A,358,cat3
9004,B,102,cat2
9005,A,275,cat3
9006,A,7,cat2
9007,G,638,cat2
9008,A,858,cat3
9009,A,72,cat2
9010,C,730,cat2
9011,A,957,cat2
9012,C,100,cat3
9013,C,539,cat2
9014,A,732,cat1
9015,G,515,cat1
9016,C,290,cat3
9017,A,665,cat2
9018,C,477,cat2
9019,A,811,cat1
9020,A,660,cat2
9021,C,306,cat3
9022,A,297,cat3
9023,A,273,cat2
9024,B,70,cat1
9025,A,537,cat1
9026,A,167,cat2
9027,A,41,cat1
9028,B,445,cat3
9029,A,188,cat3
9030,A,376,cat3
9031,E,222,cat1
9032,B,532,cat1
9033,C,460,cat1
9034,H,257,cat3
9035,A,252,cat1
9036,A,974,cat2
9037,C,255,cat3
9038,A,486,cat3
9039,B,732,cat1
9040,C,914,cat3
9041,A,818,cat1
9042,B,112,cat2
9043,A,222,cat3
9044,A,916,cat2
9045,A,827,cat3
9046,H,86,cat3
9047,B,214,cat3
9048,A,251,cat3
9049,A,816,cat1
9050,B,983,cat1
9051,A,259,cat3
9052,D,347,cat1
9053,B,731,cat3
9054,A,468,cat2
9055,A,47,cat2
9056,A,841,cat1
9057,B,743,cat2
9058,B,60,cat3
9059,F,989,cat2
9060,E,746,cat2
9061,B,51,cat2
9062,A,873,cat2
9063,A,107,cat1
9064,A,442,cat2
9065,A,193,cat2
9066,A,956,cat1
9067,A,835,cat3
9068,A,463,cat3
9069,H,564,cat2
9070,A,735,cat1
9071,A,763,cat1
9072,A,511,cat2
9073,A,259,cat1
9074,A,638,cat1
9075,C,417,cat2
9076,A,84,cat2
9077,A,764,cat3
9078,A,865,cat1
9079,B,731,cat1
9080,B,477,cat3
9081,B,19,cat1
9082,E,330,cat3
9083,A,129,cat2
9084,A,553,cat1
9085,A,105,cat2
9086,A,33,cat2
9087,A,584,cat1
9088,C,652,cat3
9089,A,219,cat3
9090,A,751,cat1
9091,A,538,cat1
9092,A,816,cat1
9093,A,653,cat1
9094,A,353,cat2
9095,A,996,cat1
9096,A,31,cat1
9097,A,878,cat3
9098,A,839,cat2
9099,A,103,cat3
9100,A,853,cat1
9101,C,335,cat2
9102,A,450,cat1
9103,A,637,cat1
9104,C,843,cat2
9105,B,177,cat1
9106,A,428,cat3
9107,B,112,cat1
9108,A,877,cat2
9109,D,857,cat1
9110,A,772,cat1
9111,A,754,cat2
9112,A,925,cat3
9113,C,30,cat2
9114,C,873,cat2
9115,A,681,cat3
9116,A,214,cat3
9117,A,861,cat1
9118,A,288,cat2
9119,A,119,cat2
9120,A,628,cat2
9121,A,642,cat2
9122,A,879,cat3
9123,B,763,cat3
9124,C,932,cat2
9125,A,328,cat3
9126,A,310,cat1
9127,A,609,cat2
9128,A,363,cat3
9129,A,357,cat2
9130,A,992,cat1
9131,B,632,cat2
9132,A,367,cat2
9133,E,602,cat2
9134,C,814,cat3
9135,B,794,cat2
9136,A,802,cat2
9137,B,877,cat3
9138,A,853,cat2
9139,A,412,cat2
9140,A,959,cat3
9141,A,860,cat2
9142,A,594,cat3
9143,A,425,cat2
9144,A,172,cat3
9145,A,100,cat2
9146,B,828,cat2
9147,B,691,cat1
9148,A,531,cat1
9149,A,570,cat3
9150,A,383,cat3
9151,B,539,cat1
9152,B,684,cat3
9153,A,16,cat2
9154,A,940,cat1
9155,A,884,cat3
9156,A,747,cat3
9157,B,665,cat1
9158,A,643,cat2
9159,F,287,cat2
9160,B,393,cat3
9161,B,938,cat2
9162,G,359,cat2
9163,A,312,cat2
9164,C,843,cat2
9165,A,907,cat3
9166,B,390,cat2
9167,A,780,cat1
9168,B,404,cat2
9169,A,497,cat3
9170,A,160,cat1
9171,D,112,cat2
9172,A,123,cat2
9173,C,805,cat3
9174,A,781,cat3
9175,B,836,cat3
9176,A,373,cat3
9177,F,456,cat2
9178,B,462,cat3
9179,B,115,cat2
9180,A,413,cat3
9181,A,877,cat1
9182,C,883,cat2
9183,B,708,cat2
9184,A,691,cat2
9185,A,717,cat1
9186,D,347,cat3
9187,A,125,cat1
9188,B,924,cat1
9189,C,863,cat2
9190,A,93,cat3
9191,B,915,cat1
9192,A,398,cat3
9193,A,251,cat1
9194,A,563,cat2
9195,E,817,cat2
9196,A,684,cat1
9197,A,827,cat2
9198,A,622,cat3
9199,B,278,cat2
9200,A,355,cat2
9201,B,315,cat1
9202,B,742,cat2
9203,A,675,cat2
9204,B,898,cat2
9205,A,900,cat3
9206,A,985,cat3
9207,A,798,cat1
9208,H,857,cat3
9209,C,520,cat3
9210,A,708,cat1
9211,C,664,cat2
9212,A,688,cat2
9213,B,446,cat3
9214,F,390,cat1
9215,A,193,cat1
9216,B,646,cat2
9217,A,534,cat1
9218,A,374,cat1
9219,A,364,cat2
9220,B,704,cat3
9221,A,826,cat2
9222,A,997,cat3
9223,B,745,cat1
9224,A,153,cat1
9225,A,374,cat2
9226,B,465,cat2
9227,A,667,cat2
9228,A,787,cat2
9229,A,334,cat1
9230,A,82,cat2
9231,A,342,cat3
9232,A,960,cat3
9233,B,451,cat2
9234,C,736,cat1
9235,D,547,cat2
9236,A,805,cat2
9237,G,322,cat2
9238,A,178,cat2
9239,A,232,cat3
9240,A,320,cat1
9241,A,636,cat3
9242,A,576,cat3
9243,B,834,cat3
9244,B,38,cat3
9245,A,934,cat3
9246,B,222,cat2
9247,B,618,cat3
9248,B,847,cat3
9249,B,340,cat3
9250,G,183,cat1
9251,A,996,cat1
9252,A,915,cat1
9253,B,852,cat1
9254,A,302,cat2
9255,A,622,cat1
9256,A,331,cat2
9257,A,698,cat2
9258,A,232,cat1
9259,A,706,cat3
9260,A,671,cat2
9261,G,929,cat1
9262,A,710,cat2
9263,C,209,cat2
9264,C,235,cat1
9265,A,674,cat2
9266,A,812,cat3
9267,A,247,cat1
9268,A,337,cat3
9269,B,435,cat2
9270,E,193,cat2
9271,A,209,cat2
9272,A,986,cat3
9273,B,186,cat3
9274,A,742,cat3
9275,A,125,cat3
9276,A,216,cat1
9277,A,563,cat3
9278,A,233,cat2
9279,A,583,cat3
9280,A,678,cat3
9281,A,393,cat3
9282,A,724,cat3
9283,B,621,cat1
9284,A,305,cat3
9285,C,99,cat1
9286,G,285,cat1
9287,A,633,cat3
9288,B,910,cat3
9289,A,627,cat2
9290,D,704,cat3
9291,A,295,cat2
9292,A,792,cat3
9293,D,448,cat2
9294,B,31,cat1
9295,A,452,cat3
9296,A,467,cat1
9297,F,615,cat2
9298,A,988,cat1
9299,A,722,cat1
9300,C,548,cat1
9301,A,989,cat2
9302,B,76,cat3
9303,A,604,cat1
9304,C,641,cat3
9305,A,104,cat2
9306,A,163,cat3
9307,A,417,cat1
9308,A,992,cat1
9309,A,678,cat3
9310,A,627,cat3
9311,B,275,cat3
9312,A,448,cat1
9313,B,598,cat1
9314,A,45,cat1
9315,A,55,cat1
9316,A,505,cat2
9317,H,822,cat2
9318,A,256,cat2
9319,A,607,cat2
9320,A,654,cat1
9321,A,166,cat2
9322,A,843,cat3
9323,A,496,cat2
9324,A,243,cat2
9325,F,667,cat1
9326,B,76,cat1
9327,A,487,cat2
9328,A,719,cat2
9329,B,340,cat2
9330,A,915,cat3
9331,C,786,cat2
9332,B,267,cat1
9333,C,502,cat2
9334,C,428,cat1
9335,C,62,cat2
9336,A,465,cat2
9337,B,803,cat1
9338,B,849,cat1
9339,F,20,cat3
9340,A,748,cat1
9341,C,714,cat2
9342,A,700,cat2
9343,A,161,cat1
9344,A,816,cat1
9345,A,295,cat2
9346,A,886,cat1
9347,C,180,cat1
9348,A,494,cat1
9349,A,727,cat3
9350,C,479,cat3
9351,A,795,cat2
9352,B,957,cat3
9353,A,443,cat1
9354,A,81,cat3
9355,A,968,cat1
9356,A,273,cat3
9357,B,186,cat3
9358,B,508,cat3
9359,G,70,cat3
9360,A,310,cat1
9361,A,873,cat3
9362,B,741,cat3
9363,A,701,cat2
9364,B,620,cat1
9365,A,293,cat2
9366,A,185,cat2
9367,A,111,cat1
9368,E,379,cat3
9369,C,99,cat1
9370,B,358,cat2
9371,A,756,cat2
9372,B,278,cat1
9373,A,105,cat3
9374,A,968,cat2
9375,A,550,cat1
9376,A,597,cat1
9377,A,384,cat2
9378,A,23,cat2
9379,A,853,cat2
9380,A,15,cat2
9381,A,369,cat1
9382,E,900,cat1
9383,A,305,cat1
9384,A,762,cat2
9385,F,265,cat1
9386,B,911,cat2
9387,A,281,cat2
9388,A,135,cat1
9389,A,703,cat2
9390,A,119,cat3
9391,B,975,cat2
9392,H,646,cat2
9393,A,725,cat1
9394,A,749,cat1
9395,A,286,cat2
9396,B,140,cat3
9397,A,162,cat3
9398,A,678,cat2
9399,A,774,cat2
9400,A,571,cat2
9401,B,369,cat2
9402,B,446,cat2
9403,A,571,cat3
9404,A,674,cat1
9405,F,633,cat2
9406,A,840,cat3
9407,A,737,cat3
9408,A,454,cat2
9409,C,172,cat2
9410,A,351,cat1
9411,B,380,cat2
9412,A,765,cat1
9413,A,186,cat2
9414,B,867,cat2
9415,A,584,cat2
9416,A,937,cat2
9417,B,333,cat2
9418,C,702,cat2
9419,A,590,cat1
9420,B,548,cat3
9421,C,75,cat1
9422,B,540,cat3
9423,A,475,cat2
9424,A,935,cat2
9425,A,869,cat1
9426,C,544,cat3
9427,E,952,cat3
9428,A,444,cat2
9429,A,64,cat3
9430,A,405,cat2
9431,A,998,cat1
9432,A,15,cat1
9433,H,627,cat2
9434,B,336,cat1
9435,A,469,cat2
9436,C,234,cat3
9437,A,28,cat2
9438,A,790,cat3
9439,G,821,cat3
9440,H,314,cat3
9441,C,709,cat1
9442,A,62,cat1
9443,C,316,cat3
9444,A,688,cat1
9445,A,244,cat2
9446,A,706,cat3
9447,C,347,cat1
9448,E,550,cat2
9449,C,194,cat3
9450,H,127,cat1
9451,A,233,cat2
9452,A,822,cat1
9453,A,389,cat3
9454,A,280,cat1
9455,A,996,cat2
9456,B,385,cat2
9457,F,689,cat1
9458,B,71,cat1
9459,B,561,cat1
9460,A,169,cat1
9461,A,988,cat3
9462,B,960,cat2
9463,A,846,cat3
9464,A,479,cat3
9465,A,695,cat3
9466,B,831,cat1
9467,B,787,cat3
9468,B,658,cat2
9469,A,514,cat3
9470,A,377,cat3
9471,B,429,cat2
9472,A,163,cat2
9473,A,910,cat3
9474,A,519,cat2
9475,A,928,cat1
9476,A,621,cat3
9477,A,462,cat2
9478,A,609,cat3
9479,A,30,cat2
9480,B,280,cat2
9481,A,265,cat2
9482,A,660,cat1
9483,C,534,cat3
9484,A,210,cat2
9485,A,150,cat3
9486,B,846,cat3
9487,C,910,cat2
9488,A,699,cat1
9489,A,367,cat2
9490,B,919,cat3
9491,A,534,cat3
9492,A,736,cat1
9493,A,415,cat3
9494,F,632,cat2
9495,A,421,cat2
9496,C,629,cat2
9497,B,122,cat1
9498,A,323,cat3
9499,B,276,cat1
9500,B,41,cat3
9501,A,505,cat3
9502,B,879,cat1
9503,F,574,cat2
9504,A,898,cat2
9505,A,265,cat3
9506,A,266,cat3
9507,A,189,cat2
9508,G,421,cat1
9509,C,599,cat2
9510,A,703,cat3
9511,A,728,cat3
9512,B,795,cat3
9513,C,680,cat2
9514,A,972,cat3
9515,B,503,cat3
9516,A,76,cat2
9517,B,403,cat3
9518,B,570,cat2
9519,A,656,cat1
9520,A,2,cat2
9521,A,906,cat3
9522,A,713,cat2
9523,A,992,cat1
9524,A,1,cat1
9525,A,127,cat3
9526,A,1,cat1
9527,A,759,cat2
9528,B,863,cat1
9529,C,669,cat3
9530,A,703,cat1
9531,A,967,cat1
9532,C,828,cat3
9533,A,283,cat1
9534,A,204,cat1
9535,A,12,cat2
9536,B,658,cat1
9537,B,175,cat2
9538,A,520,cat3
9539,C,878,cat2
9540,A,671,cat3
9541,B,146,cat2
9542,F,763,cat2
9543,C,33,cat3
9544,A,546,cat1
9545,A,168,cat3
9546,A,653,cat2
9547,A,332,cat1
9548,A,451,cat2
9549,B,602,cat1
9550,A,499,cat1
9551,A,872,cat2
9552,F,281,cat3
9553,B,364,cat3
9554,H,612,cat1
9555,A,937,cat3
9556,A,390,cat2
9557,C,280,cat3
9558,B,815,cat3
9559,A,394,cat3
9560,A,429,cat3
9561,E,625,cat2
9562,A,427,cat2
9563,B,159,cat3
9564,A,65,cat3
9565,F,789,cat3
9566,A,108,cat2
9567,A,624,cat2
9568,B,19,cat1
9569,A,609,cat2
9570,B,139,cat3
9571,A,903,cat1
9572,A,596,cat2
9573,D,221,cat3
9574,A,208,cat3
9575,A,516,cat2
9576,B,295,cat2
9577,A,606,cat1
9578,B,57,cat3
9579,A,271,cat2
9580,A,933,cat3
9581,B,473,cat2
9582,A,397,cat3
9583,A,480,cat2
9584,A,707,cat3
9585,A,590,cat3
9586,A,663,cat1
9587,C,257,cat2
9588,A,908,cat1
9589,A,114,cat3
9590,A,417,cat2
9591,A,826,cat3
9592,A,962,cat2
9593,A,304,cat1
9594,D,298,cat1
9595,C,189,cat3
9596,A,115,cat2
9597,A,223,cat3
9598,G,536,cat2
9599,A,389,cat3
9600,A,276,cat2
9601,B,981,cat3
9602,A,798,cat1
9603,A,345,cat1
9604,A,226,cat2
9605,A,16,cat1
9606,B,345,cat2
9607,A,764,cat3
9608,F,637,cat1
9609,A,790,cat3
9610,A,771,cat1
9611,C,57,cat2
9612,A,572,cat3
9613,A,318,cat3
9614,C,900,cat2
9615,A,847,cat2
9616,A,440,cat1
9617,B,489,cat3
9618,A,729,cat3
9619,A,217,cat1
9620,A,645,cat3
9621,D,866,cat1
9622,C,924,cat2
9623,A,68,cat3
9624,A,193,cat2
9625,A,667,cat1
9626,E,291,cat2
9627,B,10,cat1
9628,E,191,cat3
9629,A,114,cat1
9630,B,561,cat2
9631,D,191,cat1
9632,A,245,cat1
9633,A,576,cat2
9634,A,938,cat2
9635,B,409,cat1
9636,B,433,cat3
9637,A,160,cat3
9638,A,46,cat2
9639,A,554,cat3
9640,A,233,cat1
9641,A,808,cat1
9642,A,910,cat3
9643,C,515,cat1
9644,D,928,cat1
9645,B,550,cat1
9646,A,725,cat2
9647,B,157,cat3
9648,C,2,cat3
9649,A,158,cat1
9650,B,69,cat2
9651,A,150,cat1
9652,H,690,cat2
9653,A,164,cat3
9654,F,122,cat1
9655,A,363,cat1
9656,H,165,cat1
9657,G,122,cat1
9658,A,927,cat1
9659,B,387,cat2
9660,A,284,cat2
9661,C,187,cat1
9662,A,101,cat1
9663,B,991,cat1
9664,B,356,cat1
9665,B,2,cat2
9666,A,100,cat2
9667,A,893,cat1
9668,A,936,cat2
9669,B,96,cat2
9670,B,747,cat1
9671,B,894,cat2
9672,C,42,cat1
9673,A,557,cat2
9674,B,333,cat3
9675,A,654,cat3
9676,A,828,cat1
9677,A,184,cat2
9678,B,277,cat3
9679,C,774,cat3
9680,B,615,cat3
9681,A,984,cat2
9682,A,811,cat3
9683,A,821,cat1
9684,A,639,cat1
9685,A,84,cat1
9686,A,828,cat2
9687,A,325,cat2
9688,A,90,cat1
9689,A,567,cat2
9690,B,389,cat2
9691,B,179,cat1
9692,A,241,cat1
9693,A,95,cat3
9694,A,480,cat2
9695,B,187,cat2
9696,A,844,cat2
9697,A,25,cat2
9698,A,213,cat2
9699,A,167,cat1
9700,A,165,cat2
9701,A,524,cat3
9702,B,316,cat1
9703,A,474,cat3
9704,A,106,cat3
9705,H,436,cat3
9706,B,642,cat3
9707,C,941,cat2
9708,A,616,cat1
9709,B,436,cat1
9710,C,578,cat2
9711,A,67,cat1
9712,A,682,cat2
9713,A,982,cat2
9714,A,437,cat2
9715,A,916,cat3
9716,B,111,cat3
9717,B,544,cat1
9718,C,636,cat3
9719,A,98,cat2
9720,A,676,cat3
9721,A,578,cat1
9722,A,148,cat1
9723,C,32,cat2
9724,B,374,cat1
9725,B,663,cat2
9726,A,178,cat1
9727,A,38,cat3
9728,C,967,cat3
9729,A,924,cat3
9730,A,417,cat3
9731,A,428,cat3
9732,B,12,cat2
9733,A,61,cat3
9734,A,942,cat3
9735,A,644,cat1
9736,A,484,cat3
9737,A,821,cat1
9738,A,797,cat3
9739,A,40,cat2
9740,A,256,cat3
9741,A,943,cat2
9742,A,810,cat2
9743,A,366,cat3
9744,E,325,cat1
9745,A,954,cat1
9746,A,568,cat2
9747,A,429,cat1
9748,A,168,cat3
9749,C,861,cat1
9750,E,973,cat3
9751,C,126,cat3
9752,A,361,cat3
9753,B,700,cat1
9754,A,322,cat2
9755,A,532,cat2
9756,A,108,cat1
9757,A,86,cat1
9758,B,119,cat2
9759,H,346,cat1
9760,A,133,cat3
9761,B,177,cat3
9762,A,198,cat3
9763,A,147,cat3
9764,A,146,cat3
9765,A,783,cat2
9766,F,923,cat3
9767,A,632,cat3
9768,A,664,cat3
9769,A,118,cat1
9770,A,891,cat1
9771,A,333,cat2
9772,A,291,cat1
9773,D,18,cat2
9774,B,213,cat2
9775,B,712,cat2
9776,A,562,cat1
9777,A,708,cat1
9778,A,894,cat2
9779,C,885,cat1
9780,A,367,cat1
9781,A,452,cat2
9782,A,702,cat1
9783,A,115,cat1
9784,A,21,cat1
9785,B,881,cat2
9786,B,794,cat1
9787,B,997,cat3
9788,B,673,cat3
9789,A,585,cat2
9790,A,576,cat2
9791,A,662,cat1
9792,A,569,cat3
9793,A,759,cat1
9794,C,627,cat1
9795,A,273,cat3
9796,F,378,cat1
9797,A,849,cat2
9798,B,848,cat1
9799,F,932,cat1
9800,B,986,cat1
9801,A,284,cat2
9802,A,470,cat1
9803,A,221,cat1
9804,A,669,cat2
9805,B,334,cat3
9806,A,783,cat1
9807,A,303,cat3
9808,B,162,cat3
9809,F,467,cat1
9810,H,563,cat3
9811,B,252,cat1
9812,A,285,cat3
9813,B,848,cat3
9814,A,698,cat3
9815,B,601,cat2
9816,B,871,cat3
9817,G,450,cat2
9818,C,992,cat3
9819,F,359,cat2
9820,B,173,cat3
9821,F,325,cat3
9822,A,725,cat2
9823,B,523,cat1
9824,A,401,cat1
9825,A,120,cat1
9826,B,403,cat1
9827,A,378,cat3
9828,B,600,cat1
9829,A,754,cat1
9830,B,66,cat1
9831,A,716,cat2
9832,A,588,cat3
9833,A,670,cat2
9834,A,352,cat3
9835,A,361,cat3
9836,C,175,cat2
9837,A,692,cat2
9838,D,331,cat3
9839,B,724,cat1
9840,A,336,cat2
9841,A,128,cat2
9842,A,65,cat1
9843,A,841,cat3
9844,A,681,cat1
9845,C,116,cat1
9846,A,733,cat2
9847,B,759,cat3
9848,A,891,cat2
9849,A,905,cat3
9850,A,681,cat3
9851,A,141,cat1
9852,A,229,cat1
9853,A,808,cat2
9854,A,592,cat2
9855,A,123,cat3
9856,A,338,cat1
9857,G,81,cat2
9858,A,312,cat1
9859,B,41,cat3
9860,A,940,cat3
9861,B,405,cat2
9862,A,717,cat3
9863,A,791,cat2
9864,A,171,cat1
9865,C,3,cat3
9866,B,642,cat2
9867,A,685,cat1
9868,A,511,cat3
9869,H,532,cat1
9870,B,904,cat1
9871,A,122,cat2
9872,C,528,cat1
9873,C,458,cat2
9874,C,749,cat3
9875,F,712,cat3
9876,A,727,cat3
9877,A,32,cat3
9878,A,797,cat1
9879,A,224,cat2
9880,A,341,cat1
9881,A,323,cat3
9882,A,426,cat2
9883,A,38,cat2
9884,A,327,cat3
9885,G,148,cat3
9886,A,416,cat1
9887,A,543,cat2
9888,A,557,cat2
9889,B,255,cat1
9890,C,677,cat1
9891,A,836,cat2
9892,A,805,cat1
9893,B,522,cat3
9894,B,805,cat2
9895,A,389,cat2
9896,A,366,cat3
9897,B,291,cat1
9898,C,791,cat3
9899,A,796,cat2
9900,B,4,cat2
9901,A,371,cat3
9902,A,508,cat2
9903,B,30,cat1
9904,A,782,cat1
9905,A,233,cat2
9906,A,298,cat2
9907,A,821,cat3
9908,A,417,cat3
9909,A,200,cat2
9910,C,204,cat2
9911,A,147,cat1
9912,B,446,cat2
9913,A,688,cat1
9914,A,769,cat2
9915,C,535,cat3
9916,A,180,cat1
9917,A,615,cat3
9918,A,808,cat3
9919,A,602,cat1
9920,A,104,cat2
9921,A,319,cat2
9922,A,868,cat3
9923,A,527,cat2
9924,A,468,cat1
9925,A,802,cat1
9926,B,981,cat1
9927,A,621,cat3
9928,A,445,cat2
9929,B,760,cat3
9930,A,95,cat1
9931,B,909,cat2
9932,A,107,cat3
9933,C,543,cat2
9934,A,740,cat1
9935,A,105,cat2
9936,A,817,cat1
9937,C,554,cat3
9938,A,916,cat1
9939,A,23,cat1
9940,C,958,cat1
9941,A,621,cat1
9942,B,187,cat2
9943,B,461,cat3
9944,A,517,cat3
9945,G,61,cat3
9946,B,67,cat3
9947,A,254,cat1
9948,C,103,cat3
9949,E,982,cat2
9950,E,238,cat2
9951,B,873,cat1
9952,B,793,cat3
9953,A,410,cat2
9954,A,526,cat3
9955,G,567,cat2
9956,A,923,cat2
9957,A,9,cat1
9958,A,894,cat1
9959,A,120,cat3
9960,G,389,cat1
9961,A,191,cat2
9962,A,689,cat3
9963,C,457,cat3
9964,A,199,cat1
9965,A,494,cat3
9966,C,856,cat1
9967,A,485,cat2
9968,A,538,cat3
9969,A,998,cat1
9970,A,184,cat2
9971,A,392,cat2
9972,H,655,cat2
9973,H,159,cat2
9974,A,390,cat3
9975,D,192,cat3
9976,A,964,cat1
9977,A,357,cat1
9978,A,819,cat2
9979,C,790,cat2
9980,C,610,cat1
9981,A,18,cat1
9982,A,540,cat1
9983,A,905,cat1
9984,B,661,cat1
9985,C,637,cat3
9986,B,293,cat2
9987,C,335,cat1
9988,A,837,cat2
9989,C,431,cat2
9990,A,348,cat1
9991,A,527,cat1
9992,A,790,cat2
9993,B,487,cat2
9994,C,883,cat2
9995,A,368,cat1
9996,A,196,cat2
9997,B,933,cat3
9998,F,927,cat3
9999,A,957,cat2
10000,A,588,cat3
